Insurance Policy,,,,,,,Managed by : Luke T. Lawson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
INS-POL-441216,17-04-2020,17-Apr-25,20,17-Apr-20,CUST-545589,22374.16,877.20,Monthly,Yes,8600.93,60.99,AGT-6578,April,Q2,2020,17-Apr-21,CLM-537499,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-718993,27-11-2023,27-Nov-25,20,27-Nov-23,CUST-730738,5397.67,585.58,Monthly,Yes,2155.37,35.43,AGT-6578,November,Q4,2023,27-Nov-24,CLM-371051,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-977754,19-01-2016,19-Jan-25,20,19-Jan-16,CUST-565210,14616.74,770.31,Quarterly,No,7164.99,80.32,AGT-6578,January,Q1,2016,19-Jan-17,CLM-160790,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-969106,23-07-2018,23-Jul-25,20,23-Jul-18,CUST-680572,4915.51,912.97,Monthly,No,2218.85,41.62,AGT-6578,July,Q3,2018,23-Jul-19,CLM-886137,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-175433,15-05-2024,15-May-25,20,15-May-24,CUST-737191,18232.63,1129.75,Quarterly,Yes,9470.93,87.31,AGT-6578,May,Q2,2024,15-May-25,CLM-780665,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-884453,15-10-2023,15-Oct-25,20,15-Oct-23,CUST-602606,14786.11,599.41,Monthly,Yes,6395.56,55.23,AGT-6578,October,Q4,2023,15-Oct-24,CLM-414219,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-329101,16-12-2019,16-Dec-25,20,16-Dec-19,CUST-187996,22108.73,466.75,Annually,No,6699.90,107.33,AGT-6578,December,Q4,2019,16-Dec-20,CLM-183876,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-296837,18-09-2019,18-Sep-25,20,18-Sep-19,CUST-745645,7754.16,657.50,Monthly,Yes,2812.55,40.79,AGT-6578,September,Q3,2019,18-Sep-20,CLM-881124,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-262163,19-02-2020,19-Feb-25,20,19-Feb-20,CUST-949490,8887.59,857.43,Monthly,No,5052.34,111.54,AGT-6578,February,Q1,2020,19-Feb-21,CLM-342359,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-764375,11-05-2020,11-May-25,20,11-May-20,CUST-155984,2645.35,266.03,Annually,Yes,938.86,28.72,AGT-6578,May,Q2,2020,11-May-21,CLM-436964,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-632927,19-02-2018,19-Feb-25,20,19-Feb-18,CUST-486493,8298.50,486.04,Quarterly,Yes,2676.42,36.67,AGT-6578,February,Q1,2018,19-Feb-19,CLM-532906,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-320617,29-09-2018,29-Sep-25,20,29-Sep-18,CUST-986219,18529.36,838.32,Annually,Yes,9788.60,40.74,AGT-6578,September,Q3,2018,29-Sep-19,CLM-499251,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-259602,18-08-2024,18-Aug-25,20,18-Aug-24,CUST-621873,18568.36,714.90,Quarterly,No,8275.68,54.01,AGT-6578,August,Q3,2024,18-Aug-25,CLM-196682,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-755602,30-04-2018,30-Apr-25,20,30-Apr-18,CUST-541101,14057.36,1060.84,Quarterly,No,6625.63,67.40,AGT-6578,April,Q2,2018,30-Apr-19,CLM-877623,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-343152,05-12-2019,05-Dec-25,20,05-Dec-19,CUST-214179,9632.80,311.31,Annually,No,3170.60,17.39,AGT-6578,December,Q4,2019,05-Dec-20,CLM-810055,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-726494,12-12-2016,12-Dec-25,20,12-Dec-16,CUST-874477,14021.61,606.28,Quarterly,No,4990.32,57.17,AGT-6578,December,Q4,2016,12-Dec-17,CLM-188175,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-891955,08-02-2018,08-Feb-25,20,08-Feb-18,CUST-577481,5205.50,335.97,Quarterly,No,2891.84,113.64,AGT-6578,February,Q1,2018,08-Feb-19,CLM-277630,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-468290,15-08-2024,15-Aug-25,20,15-Aug-24,CUST-907342,12002.88,644.58,Annually,Yes,6287.57,8.24,AGT-6578,August,Q3,2024,15-Aug-25,CLM-499148,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-960990,21-08-2020,21-Aug-25,20,21-Aug-20,CUST-699223,11017.12,851.42,Quarterly,Yes,3485.15,106.54,AGT-6578,August,Q3,2020,21-Aug-21,CLM-459558,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-102354,21-05-2018,21-May-25,20,21-May-18,CUST-950344,18202.57,964.37,Quarterly,No,10333.70,42.63,AGT-6578,May,Q2,2018,21-May-19,CLM-332418,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-952874,19-04-2023,19-Apr-25,20,19-Apr-23,CUST-766275,22744.60,1047.93,Quarterly,Yes,13571.88,36.28,AGT-6578,April,Q2,2023,19-Apr-24,CLM-585745,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-881879,27-09-2019,27-Sep-25,20,27-Sep-19,CUST-729656,8757.33,396.87,Annually,No,3539.92,18.55,AGT-6578,September,Q3,2019,27-Sep-20,CLM-717986,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-653691,27-12-2016,27-Dec-25,20,27-Dec-16,CUST-225010,8886.76,229.79,Quarterly,Yes,4278.03,109.03,AGT-6578,December,Q4,2016,27-Dec-17,CLM-226806,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-618200,16-11-2020,16-Nov-25,20,16-Nov-20,CUST-596577,11624.48,788.62,Monthly,No,5918.38,60.59,AGT-6578,November,Q4,2020,16-Nov-21,CLM-498475,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-548237,27-11-2015,27-Nov-25,20,27-Nov-15,CUST-544781,16244.96,666.05,Annually,Yes,4977.92,22.76,AGT-6578,November,Q4,2015,27-Nov-16,CLM-723144,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-286848,08-03-2024,08-Mar-24,20,01-Jul-25,CUST-485461,9090.91,201.01,Monthly,No,4949.43,25.26,AGT-6578,July,Q3,2025,01-Jul-26,CLM-569381,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-420754,25-09-2019,25-Sep-25,20,25-Sep-19,CUST-834608,2523.64,1045.94,Monthly,No,920.26,60.62,AGT-6578,September,Q3,2019,25-Sep-20,CLM-218069,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-778157,21-03-2018,21-Mar-25,20,21-Mar-18,CUST-144191,23142.11,641.46,Quarterly,Yes,12230.97,72.36,AGT-6578,March,Q1,2018,21-Mar-19,CLM-356299,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-318070,08-03-2023,08-Mar-25,20,08-Mar-23,CUST-606488,18651.90,115.39,Quarterly,Yes,6882.77,46.42,AGT-6578,March,Q1,2023,08-Mar-24,CLM-551308,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-365075,10-06-2021,10-Jun-25,20,10-Jun-21,CUST-372969,1867.60,724.87,Annually,Yes,724.41,64.41,AGT-6578,June,Q2,2021,10-Jun-22,CLM-114019,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-752346,08-03-2024,08-Mar-24,20,17-Jan-25,CUST-990781,21706.37,310.33,Annually,No,10371.29,44.60,AGT-6578,January,Q1,2025,17-Jan-26,CLM-751427,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-462647,28-12-2016,28-Dec-25,20,28-Dec-16,CUST-707005,4765.84,903.80,Quarterly,No,2589.85,58.58,AGT-6578,December,Q4,2016,28-Dec-17,CLM-955205,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-264237,28-01-2018,28-Jan-25,20,28-Jan-18,CUST-318979,9711.00,537.95,Monthly,Yes,5666.81,77.95,AGT-6578,January,Q1,2018,28-Jan-19,CLM-898560,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-218385,16-10-2024,16-Oct-25,20,16-Oct-24,CUST-442666,1775.56,116.02,Quarterly,Yes,970.64,81.74,AGT-6578,October,Q4,2024,16-Oct-25,CLM-522231,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-693977,22-03-2023,22-Mar-25,20,22-Mar-23,CUST-683389,6724.61,744.42,Quarterly,Yes,4028.72,7.58,AGT-6578,March,Q1,2023,22-Mar-24,CLM-340417,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-924633,08-07-2020,08-Jul-25,20,08-Jul-20,CUST-726164,2857.98,371.08,Monthly,Yes,1614.89,25.53,AGT-6578,July,Q3,2020,08-Jul-21,CLM-142322,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-989396,19-01-2018,19-Jan-25,20,19-Jan-18,CUST-627947,2877.24,189.71,Quarterly,Yes,1106.15,29.64,AGT-6578,January,Q1,2018,19-Jan-19,CLM-912655,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-942160,20-06-2019,20-Jun-25,20,20-Jun-19,CUST-254080,15480.33,1091.75,Annually,No,7631.60,30.59,AGT-6578,June,Q2,2019,20-Jun-20,CLM-194543,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-784459,18-03-2016,18-Mar-25,20,18-Mar-16,CUST-714857,3192.06,856.27,Monthly,No,1459.86,27.12,AGT-6578,March,Q1,2016,18-Mar-17,CLM-580429,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-185176,11-12-2021,11-Dec-25,20,11-Dec-21,CUST-393734,2707.93,1051.50,Monthly,Yes,1265.62,107.97,AGT-6578,December,Q4,2021,11-Dec-22,CLM-185704,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-754685,14-11-2016,14-Nov-25,20,14-Nov-16,CUST-684591,1605.39,217.29,Monthly,Yes,802.54,64.40,AGT-6578,November,Q4,2016,14-Nov-17,CLM-543795,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-864397,05-12-2016,05-Dec-25,20,05-Dec-16,CUST-548004,12082.09,77.74,Annually,Yes,6575.63,46.62,AGT-6578,December,Q4,2016,05-Dec-17,CLM-247515,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-657877,03-12-2017,03-Dec-25,20,03-Dec-17,CUST-433548,6263.96,626.04,Annually,No,3361.66,58.73,AGT-6578,December,Q4,2017,03-Dec-18,CLM-947764,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-639987,02-10-2024,02-Oct-25,20,02-Oct-24,CUST-231864,11408.52,846.63,Annually,Yes,6199.02,74.10,AGT-6578,October,Q4,2024,02-Oct-25,CLM-403796,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-239919,15-01-2019,15-Jan-25,20,15-Jan-19,CUST-283644,7537.10,586.65,Quarterly,Yes,3729.59,29.67,AGT-6578,January,Q1,2019,15-Jan-20,CLM-198167,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-578964,21-03-2021,21-Mar-25,20,21-Mar-21,CUST-917933,19730.36,102.81,Annually,Yes,8089.60,50.02,AGT-6578,March,Q1,2021,21-Mar-22,CLM-732746,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-357428,21-06-2023,21-Jun-25,20,21-Jun-23,CUST-152356,8230.78,199.59,Quarterly,Yes,3251.68,6.99,AGT-6578,June,Q2,2023,21-Jun-24,CLM-954728,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-946369,02-08-2022,02-Aug-25,20,02-Aug-22,CUST-984171,2173.05,792.25,Annually,No,1280.29,92.13,AGT-6578,August,Q3,2022,02-Aug-23,CLM-424090,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-558931,25-01-2021,25-Jan-25,20,25-Jan-21,CUST-784103,10300.54,989.78,Monthly,Yes,5709.05,37.13,AGT-6578,January,Q1,2021,25-Jan-22,CLM-782178,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-612431,11-09-2015,11-Sep-25,20,11-Sep-15,CUST-811612,11589.86,682.19,Annually,No,6758.39,31.02,AGT-6578,September,Q3,2015,11-Sep-16,CLM-320037,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-486641,19-10-2015,19-Oct-25,20,19-Oct-15,CUST-798733,16372.78,853.93,Monthly,No,5976.65,97.49,AGT-6578,October,Q4,2015,19-Oct-16,CLM-216740,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-696957,06-09-2020,06-Sep-25,20,06-Sep-20,CUST-768999,5562.66,708.73,Quarterly,No,2759.64,60.31,AGT-6578,September,Q3,2020,06-Sep-21,CLM-661574,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-953494,12-06-2024,12-Jun-25,20,12-Jun-24,CUST-184769,8916.31,710.30,Monthly,Yes,3784.35,106.74,AGT-6578,June,Q2,2024,12-Jun-25,CLM-423423,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-567572,27-01-2019,27-Jan-25,20,27-Jan-19,CUST-551522,22540.60,700.44,Annually,Yes,12680.01,108.60,AGT-6578,January,Q1,2019,27-Jan-20,CLM-869555,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-554516,08-07-2019,08-Jul-25,20,08-Jul-19,CUST-559193,23202.21,120.15,Monthly,No,12112.67,95.27,AGT-6578,July,Q3,2019,08-Jul-20,CLM-989741,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-133764,22-08-2020,22-Aug-25,20,22-Aug-20,CUST-138660,18312.83,531.59,Quarterly,No,7522.35,64.28,AGT-6578,August,Q3,2020,22-Aug-21,CLM-107499,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-890522,20-04-2016,20-Apr-25,20,20-Apr-16,CUST-784048,14585.09,1011.63,Annually,No,6274.75,52.23,AGT-6578,April,Q2,2016,20-Apr-17,CLM-505987,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-101656,12-01-2018,12-Jan-25,20,12-Jan-18,CUST-977078,19717.38,1153.41,Quarterly,No,9030.88,115.96,AGT-6578,January,Q1,2018,12-Jan-19,CLM-418072,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-110493,07-08-2017,07-Aug-25,20,07-Aug-17,CUST-889982,7288.48,959.12,Quarterly,Yes,3534.59,106.34,AGT-6578,August,Q3,2017,07-Aug-18,CLM-846814,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-512956,16-08-2019,16-Aug-25,20,16-Aug-19,CUST-326163,2217.23,756.99,Quarterly,Yes,765.72,96.72,AGT-6578,August,Q3,2019,16-Aug-20,CLM-390168,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-426319,23-06-2016,23-Jun-25,20,23-Jun-16,CUST-734669,19637.12,650.43,Quarterly,Yes,8670.04,91.44,AGT-6578,June,Q2,2016,23-Jun-17,CLM-875607,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-317706,07-12-2023,07-Dec-25,20,07-Dec-23,CUST-334590,8948.03,609.55,Monthly,Yes,4923.98,86.77,AGT-6578,December,Q4,2023,07-Dec-24,CLM-729915,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-914815,26-10-2018,26-Oct-25,20,26-Oct-18,CUST-970177,9755.71,935.99,Monthly,Yes,4976.08,6.85,AGT-6578,October,Q4,2018,26-Oct-19,CLM-353212,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-256740,30-06-2024,30-Jun-25,20,30-Jun-24,CUST-300242,11053.81,1019.77,Monthly,Yes,3716.53,41.77,AGT-6578,June,Q2,2024,30-Jun-25,CLM-817511,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-310407,17-04-2017,17-Apr-25,20,17-Apr-17,CUST-107218,20842.21,1026.77,Quarterly,Yes,12142.68,60.08,AGT-6578,April,Q2,2017,17-Apr-18,CLM-553372,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-992729,17-09-2017,17-Sep-25,20,17-Sep-17,CUST-919309,9477.51,960.68,Annually,Yes,4207.91,93.06,AGT-6578,September,Q3,2017,17-Sep-18,CLM-473701,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-363051,30-08-2023,30-Aug-25,20,30-Aug-23,CUST-983145,22206.28,495.11,Monthly,No,7415.81,98.51,AGT-6578,August,Q3,2023,30-Aug-24,CLM-732284,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-164707,10-04-2019,10-Apr-25,20,10-Apr-19,CUST-538837,12725.23,493.62,Monthly,Yes,3993.60,48.89,AGT-6578,April,Q2,2019,10-Apr-20,CLM-207558,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-943814,24-01-2022,24-Jan-25,20,24-Jan-22,CUST-203915,4988.63,287.52,Quarterly,No,2474.55,72.38,AGT-6578,January,Q1,2022,24-Jan-23,CLM-442547,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-324803,29-04-2023,29-Apr-25,20,29-Apr-23,CUST-564727,16329.42,789.11,Quarterly,Yes,9104.98,54.86,AGT-6578,April,Q2,2023,29-Apr-24,CLM-840006,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-323135,23-04-2016,23-Apr-25,20,23-Apr-16,CUST-764683,20367.17,800.37,Monthly,Yes,8227.37,85.56,AGT-6578,April,Q2,2016,23-Apr-17,CLM-943902,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-594555,30-01-2016,30-Jan-25,20,30-Jan-16,CUST-490748,13717.84,125.17,Monthly,Yes,6787.22,65.79,AGT-6578,January,Q1,2016,30-Jan-17,CLM-640991,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-568202,15-07-2020,15-Jul-25,20,15-Jul-20,CUST-603259,17827.68,813.06,Quarterly,No,7785.14,15.71,AGT-6578,July,Q3,2020,15-Jul-21,CLM-781166,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-834155,20-05-2016,20-May-25,20,20-May-16,CUST-867018,5084.02,840.43,Monthly,Yes,2968.65,12.46,AGT-6578,May,Q2,2016,20-May-17,CLM-330953,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-985877,20-08-2017,20-Aug-25,20,20-Aug-17,CUST-427681,16421.78,535.60,Quarterly,No,9313.45,15.92,AGT-6578,August,Q3,2017,20-Aug-18,CLM-239134,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-773958,09-08-2018,09-Aug-25,20,09-Aug-18,CUST-761996,1763.98,853.91,Quarterly,No,938.75,73.73,AGT-6578,August,Q3,2018,09-Aug-19,CLM-221063,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-442372,19-10-2015,19-Oct-25,20,19-Oct-15,CUST-260965,4475.95,855.08,Quarterly,No,1486.39,113.12,AGT-6578,October,Q4,2015,19-Oct-16,CLM-629305,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-249860,08-03-2024,08-Mar-24,20,27-Jun-25,CUST-974883,2404.31,206.26,Monthly,Yes,953.52,56.64,AGT-6578,June,Q2,2025,27-Jun-26,CLM-542030,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-707397,27-03-2018,27-Mar-25,20,27-Mar-18,CUST-336621,14641.39,193.30,Quarterly,No,6145.28,22.28,AGT-6578,March,Q1,2018,27-Mar-19,CLM-872143,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-764355,23-12-2017,23-Dec-25,20,23-Dec-17,CUST-361732,20563.25,83.84,Annually,Yes,8705.92,84.33,AGT-6578,December,Q4,2017,23-Dec-18,CLM-356881,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-713202,05-08-2023,05-Aug-25,20,05-Aug-23,CUST-218488,11001.27,471.46,Monthly,Yes,3702.65,100.25,AGT-6578,August,Q3,2023,05-Aug-24,CLM-107725,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-316235,19-01-2017,19-Jan-25,20,19-Jan-17,CUST-383781,14171.65,63.60,Monthly,No,5582.80,9.43,AGT-6578,January,Q1,2017,19-Jan-18,CLM-987679,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-957205,12-01-2017,12-Jan-25,20,12-Jan-17,CUST-694061,2193.57,600.69,Quarterly,Yes,887.03,46.52,AGT-6578,January,Q1,2017,12-Jan-18,CLM-297342,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-954611,15-07-2016,15-Jul-25,20,15-Jul-16,CUST-321812,17787.19,829.37,Monthly,No,10653.57,44.32,AGT-6578,July,Q3,2016,15-Jul-17,CLM-302800,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-630985,08-03-2024,08-Mar-24,20,25-Jun-25,CUST-227353,10627.48,289.99,Annually,No,4931.04,87.29,AGT-6578,June,Q2,2025,25-Jun-26,CLM-851095,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-338451,12-05-2016,12-May-25,20,12-May-16,CUST-623438,10715.45,890.93,Quarterly,No,5025.63,97.22,AGT-6578,May,Q2,2016,12-May-17,CLM-367074,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-930387,30-01-2021,30-Jan-25,20,30-Jan-21,CUST-261731,12429.66,757.58,Monthly,Yes,5592.37,94.81,AGT-6578,January,Q1,2021,30-Jan-22,CLM-186263,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-993440,20-02-2023,20-Feb-25,20,20-Feb-23,CUST-461178,6644.62,773.15,Monthly,No,2948.34,53.06,AGT-6578,February,Q1,2023,20-Feb-24,CLM-823485,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-457825,02-05-2016,02-May-25,20,02-May-16,CUST-290257,13854.39,1086.43,Quarterly,No,7915.41,12.39,AGT-6578,May,Q2,2016,02-May-17,CLM-561842,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-231888,26-11-2019,26-Nov-25,20,26-Nov-19,CUST-687939,23062.60,583.74,Monthly,Yes,7201.63,67.27,AGT-6578,November,Q4,2019,26-Nov-20,CLM-988382,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-157529,21-07-2017,21-Jul-25,20,21-Jul-17,CUST-134865,2863.77,1133.93,Monthly,No,1049.79,89.66,AGT-6578,July,Q3,2017,21-Jul-18,CLM-923062,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-995226,25-12-2021,25-Dec-25,20,25-Dec-21,CUST-770848,14477.52,706.22,Quarterly,No,4682.15,71.53,AGT-6578,December,Q4,2021,25-Dec-22,CLM-493965,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-938828,03-11-2019,03-Nov-25,20,03-Nov-19,CUST-787604,7098.10,143.90,Monthly,Yes,3594.90,23.45,AGT-6578,November,Q4,2019,03-Nov-20,CLM-418336,PT-UNCD988,UGP-PLCD-9834,Active,Minnesota,RMN7A3X1,ZMN8K2L1
